iter	Passed	Remaining
279	1450	3729
280	1454	3721
281	1458	3713
282	1463	3708
283	1469	3704
284	1475	3701
285	1481	3697
286	1487	3696
287	1493	3693
288	1500	3691
289	1505	3686
290	1510	3681
291	1515	3675
292	1521	3670
293	1525	3664
294	1531	3660
295	1535	3652
296	1540	3645
297	1545	3640
298	1550	3634
299	1553	3625
300	1558	3618
301	1565	3617
302	1569	3610
303	1574	3604
304	1580	3601
305	1584	3592
306	1588	3586
307	1594	3582
308	1599	3577
309	1604	3570
310	1610	3567
311	1614	3560
312	1619	3555
313	1623	3547
314	1629	3542
315	1633	3535
316	1637	3528
317	1642	3521
318	1646	3515
319	1650	3508
320	1655	3500
321	1660	3496
322	1665	3491
323	1670	3484
324	1675	3480
325	1680	3474
326	1685	3468
327	1691	3465
328	1699	3465
329	1705	3462
330	1711	3459
331	1716	3454
332	1721	3448
333	1726	3443
334	1731	3437
335	1735	3430
336	1740	3424
337	1745	3419
338	1749	3411
339	1753	3404
340	1759	3399
341	1764	3394
342	1768	3386
343	1773	3381
344	1778	3375
345	1781	3368
346	1786	3361
347	1790	3355
348	1796	3350
349	1800	3344
350	1806	3339
351	1810	3332
352	1814	3325
353	1819	3320
354	1824	3314
355	1828	3307
356	1832	3300
357	1837	3295
358	1841	3288
359	1845	3281
360	1849	3274
361	1854	3268
362	1858	3261
363	1863	3256
364	1867	3249
365	1873	3245
366	1877	3239
367	1881	3232
368	1887	3227
369	1892	3223
370	1896	3216
371	1902	3212
372	1907	3206
373	1912	3201
374	1918	3197
375	1923	3192
376	1929	3187
377	1934	3183
378	1941	3180
379	1947	3176
380	1957	3179
381	1968	3184
382	1974	3181
383	1980	3177
384	1986	3173
385	1993	3170
386	1999	3167
387	2005	3162
388	2012	3160
389	2024	3165
390	2029	3161
391	2038	3161
392	2044	3157
393	2052	3156
394	2057	3151
395	2063	3147
396	2069	3143
397	2074	3138
398	2079	3132
399	2087	3130
400	2092	3126
401	2101	3125
402	2106	3120
403	2112	3116
404	2119	3114
405	2124	3108
406	2129	3103
407	2135	3099
408	2141	3094
409	2146	3088
410	2152	3085
411	2158	3079
412	2163	3075
413	2170	3071
414	2175	3066
415	2182	3063
416	2188	3059
417	2194	3056
418	2200	3051
419	2205	3046
420	2211	3041
421	2221	3042
422	2228	3039
423	2236	3037
424	2241	3032
425	2250	3032
426	2256	3028
427	2264	3025
428	2270	3021
429	2276	3017
430	2284	3016
431	2291	3012
432	2299	3011
433	2305	3007
434	2311	3002
435	2319	3000
436	2326	2996
437	2332	2992
438	2337	2987
439	2342	2981
440	2348	2976
441	2353	2971
442	2358	2966
443	2365	2962
444	2370	2956
445	2375	2951
446	2381	2946
447	2386	2940
448	2392	2936
449	2404	2938
450	2409	2933
451	2414	2927
452	2419	2921
453	2423	2914
454	2429	2909
455	2433	2903
456	2437	2896
457	2441	2889
458	2446	2883
459	2450	2876
460	2454	2869
461	2458	2862
462	2463	2857
463	2467	2850
464	2471	2843
465	2478	2840
466	2489	2841
467	2498	2839
468	2503	2834
469	2508	2828
470	2513	2823
471	2520	2819
472	2524	2812
473	2530	2807
474	2534	2801
475	2538	2794
476	2542	2787
477	2547	2781
478	2550	2774
479	2553	2766
480	2558	2761
481	2564	2756
482	2568	2748
483	2571	2741
484	2575	2734
485	2580	2728
486	2583	2721
487	2587	2714
488	2591	2707
489	2596	2702
490	2600	2696
491	2604	2688
492	2608	2682
493	2612	2675
494	2616	2668
495	2620	2663
496	2624	2656
497	2630	2651
498	2633	2644
499	2637	2637
500	2641	2631
501	2645	2624
502	2648	2617
503	2652	2610
504	2655	2603
505	2659	2596
506	2663	2590
507	2667	2583
508	2670	2576
509	2674	2569
510	2678	2563
511	2682	2556
512	2685	2549
513	2689	2542
514	2693	2536
515	2697	2530
516	2701	2523
517	2704	2516
518	2708	2510
519	2712	2503
520	2715	2496
521	2719	2490
522	2723	2484
523	2727	2477
524	2731	2470
525	2734	2464
526	2739	2458
527	2742	2451
528	2746	2445
529	2749	2438
530	2752	2431
531	2756	2425
532	2760	2418
533	2764	2412
534	2767	2405
535	2771	2399
536	2775	2392
537	2779	2386
538	2782	2379
539	2785	2372
540	2789	2367
541	2793	2360
542	2797	2354
543	2800	2347
544	2804	2341
545	2808	2335
546	2812	2328
547	2815	2322
548	2820	2317
549	2824	2310
550	2828	2304
551	2832	2298
552	2836	2292
553	2840	2286
554	2843	2279
555	2846	2273
556	2850	2266
557	2854	2261
558	2857	2254
559	2861	2248
560	2865	2242
561	2870	2237
562	2873	2230
563	2877	2224
564	2880	2217
565	2884	2211
566	2888	2205
567	2891	2199
568	2895	2193
569	2899	2187
570	2903	2181
571	2907	2175
572	2910	2169
573	2914	2162
574	2918	2157
575	2922	2151
576	2926	2145
577	2930	2139
578	2934	2133
579	2937	2127
580	2941	2121
581	2945	2115
582	2949	2109
583	2952	2103
584	2956	2097
585	2960	2091
586	2963	2085
587	2968	2079
588	2971	2073
589	2975	2067
590	2978	2061
591	2982	2055
592	2986	2049
593	2989	2043
594	2993	2037
595	2997	2031
596	3001	2026
597	3004	2019
598	3008	2013
599	3011	2007
600	3015	2002
601	3020	1997
602	3024	1991
603	3027	1985
604	3031	1979
605	3036	1974
606	3040	1968
607	3044	1962
608	3048	1957
609	3052	1951
610	3055	1945
611	3059	1939
612	3063	1934
613	3067	1928
614	3071	1922
615	3074	1916
616	3077	1910
617	3082	1905
618	3085	1899
619	3089	1893
620	3092	1887
621	3097	1882
622	3101	1876
623	3104	1870
624	3108	1864
625	3111	1858
626	3116	1853
627	3120	1848
628	3123	1842
629	3127	1836
630	3131	1831
631	3135	1825
632	3139	1819
633	3143	1814
634	3147	1809
635	3150	1803
636	3154	1797
637	3157	1791
638	3162	1786
639	3166	1780
640	3169	1775
641	3172	1769
642	3176	1763
643	3180	1758
644	3184	1752
645	3187	1746
646	3192	1741
647	3196	1736
648	3200	1730
649	3203	1725
650	3207	1719
651	3210	1713
652	3215	1708
653	3219	1703
654	3222	1697
655	3226	1691
656	3230	1686
657	3233	1680
658	3238	1675
659	3241	1670
660	3246	1665
661	3251	1659
662	3254	1654
663	3258	1649
664	3263	1643
665	3266	1638
666	3270	1632
667	3273	1627
668	3277	1621
669	3281	1616
670	3284	1610
671	3288	1604
672	3291	1599
673	3295	1594
674	3299	1588
675	3303	1583
676	3306	1577
677	3310	1572
678	3314	1567
679	3318	1561
680	3321	1556
681	3326	1550
682	3330	1545
683	3333	1540
684	3337	1534
685	3340	1529
686	3344	1523
687	3348	1518
688	3352	1513
689	3355	1507
690	3360	1502
691	3364	1497
692	3367	1491
693	3371	1486
694	3375	1481
695	3379	1475
696	3382	1470
697	3385	1464
698	3389	1459
699	3393	1454
700	3397	1449
701	3400	1443
702	3404	1438
703	3408	1432
704	3411	1427
705	3415	1422
706	3419	1417
707	3423	1411
708	3427	1406
709	3430	1401
710	3434	1395
711	3437	1390
712	3442	1385
713	3446	1380
714	3450	1375
715	3455	1370
716	3460	1365
717	3464	1360
718	3467	1355
719	3472	1350
720	3476	1345
721	3480	1340
722	3483	1334
723	3487	1329
724	3492	1324
725	3496	1319
726	3499	1314
727	3504	1309
728	3508	1304
729	3511	1298
730	3516	1294
731	3520	1289
732	3525	1284
733	3529	1279
734	3532	1273
735	3536	1268
736	3541	1263
737	3544	1258
738	3548	1253
739	3552	1248
740	3557	1243
741	3561	1238
742	3566	1233
743	3570	1228
744	3574	1223
745	3578	1218
746	3581	1213
747	3585	1207
748	3589	1202
749	3593	1197
750	3596	1192
751	3600	1187
752	3604	1182
753	3607	1177
754	3611	1171
755	3615	1166
756	3619	1161
757	3623	1156
758	3626	1151
759	3630	1146
760	3633	1141
761	3638	1136
762	3642	1131
763	3645	1126
764	3648	1120
765	3653	1115
766	3657	1110
767	3661	1105
768	3665	1100
769	3669	1096
770	3672	1090
771	3676	1085
772	3679	1080
773	3683	1075
774	3687	1070
775	3691	1065
776	3694	1060
777	3698	1055
778	3716	1054
779	3720	1049
780	3723	1044
781	3727	1039
782	3731	1034
783	3735	1029
784	3739	1024
785	3742	1018
786	3746	1013
787	3750	1008
788	3754	1003
789	3758	999
790	3761	993
791	3765	988
792	3770	984
793	3774	979
794	3778	974
795	3781	969
796	3786	964
797	3789	959
798	3793	954
799	3798	949
800	3802	944
801	3806	939
802	3809	934
803	3813	929
804	3817	924
805	3821	919
806	3825	914
807	3832	910
808	3836	905
809	3840	900
810	3843	895
811	3847	890
812	3851	885
813	3855	880
814	3858	875
815	3862	870
816	3872	867
817	3876	862
818	3880	857
819	3883	852
820	3886	847
821	3890	842
822	3895	837
823	3899	832
824	3903	828
825	3906	822
826	3910	817
827	3914	813
828	3917	808
829	3921	803
830	3924	798
831	3928	793
832	3932	788
833	3937	783
834	3940	778
835	3944	773
836	3947	768
837	3951	763
838	3954	758
839	3957	753
840	3961	749
841	3965	744
842	3969	739
843	3973	734
844	3978	729
845	3981	724
846	3985	719
847	3988	714
848	3992	710
849	4008	707
850	4020	703
851	4029	699
852	4035	695
853	4038	690
854	4045	686
855	4050	681
856	4053	676
857	4057	671
858	4068	667
859	4076	663
860	4083	659
861	4087	654
862	4092	649
863	4097	644
864	4102	640
865	4106	635
866	4110	630
867	4114	625
868	4118	620
869	4122	616
870	4126	611
871	4131	606
872	4135	601
873	4140	596
874	4144	592
875	4148	587
876	4152	582
877	4155	577
878	4159	572
879	4162	567
880	4166	562
881	4170	557
882	4174	553
883	4178	548
884	4181	543
885	4185	538
886	4189	533
887	4193	528
888	4196	524
889	4201	519
890	4205	514
891	4209	509
892	4212	504
893	4216	499
894	4219	495
895	4223	490
896	4226	485
897	4232	480
898	4236	475
899	4240	471
900	4243	466
901	4247	461
902	4250	456
903	4254	451
904	4257	446
905	4261	442
906	4264	437
907	4269	432
908	4273	427
909	4277	423
910	4280	418
911	4284	413
912	4289	408
913	4290	403
914	4294	398
915	4297	394
916	4301	389
917	4306	384
918	4309	379
919	4313	375
920	4316	370
921	4320	365
922	4323	360
923	4327	355
924	4331	351
925	4335	346
926	4339	341
927	4342	336
928	4346	332
929	4349	327
930	4353	322
931	4357	317
932	4361	313
933	4364	308
934	4369	303
935	4373	299
936	4376	294
937	4380	289
938	4384	284
939	4388	280
940	4392	275
941	4395	270
942	4400	265
943	4404	261
944	4408	256
945	4411	251
946	4415	247
947	4418	242
948	4422	237
949	4425	232
950	4429	228
951	4433	223
952	4437	218
953	4441	214
954	4444	209
955	4448	204
956	4452	200
957	4456	195
958	4459	190
959	4464	186
960	4468	181
961	4472	176
962	4476	171
963	4480	167
964	4484	162
965	4488	157
966	4493	153
967	4496	148
968	4501	144
969	4505	139
970	4509	134
971	4513	130
972	4517	125
973	4521	120
974	4525	116
975	4528	111
976	4533	106
977	4537	102
978	4540	97
979	4545	92
980	4551	88
981	4557	83
982	4562	78
983	4568	74
984	4624	70
985	4671	66
986	4731	62
987	4769	57
988	4825	53
989	4856	49
990	4862	44
991	4867	39
992	4873	34
993	4876	29
994	4880	24
995	4885	19
996	4889	14
997	4893	9
998	4897	4
999	4903	0
