iter	MultiClass
373	0.009453059544
374	0.009427798987
375	0.009409395478
376	0.009337197901
377	0.009288805437
378	0.009265980971
379	0.009237349483
380	0.009190454591
381	0.009153717982
382	0.009113223884
383	0.009092840807
384	0.009055540123
385	0.009046785323
386	0.009008578334
387	0.008981796933
388	0.008955799044
389	0.00893473431
390	0.008889262123
391	0.008855733815
392	0.008813259345
393	0.008773160701
394	0.008742032842
395	0.008717261289
396	0.008700649886
397	0.008670647471
398	0.008639280549
399	0.008608273755
400	0.00859363994
401	0.008563477109
402	0.008512813773
403	0.00849725262
404	0.008470260252
405	0.008458137422
406	0.008447193428
407	0.00842220639
408	0.008394370294
409	0.00838530044
410	0.008360788256
411	0.008336116399
412	0.008300658126
413	0.008289397155
414	0.008258260818
415	0.008242645898
416	0.008206918965
417	0.008200198247
418	0.008169005135
419	0.008143930617
420	0.008117374463
421	0.008105438024
422	0.008089064929
423	0.008064768899
424	0.008044439037
425	0.008036169752
426	0.008011668761
427	0.00799825186
428	0.007973135844
429	0.00795284488
430	0.007929675932
431	0.007925016303
432	0.007902759483
433	0.007898906482
434	0.007863725812
435	0.007839660911
436	0.007819599522
437	0.007799997584
438	0.007791243866
439	0.007761604451
440	0.007733440693
441	0.007715177687
442	0.007698739902
443	0.007667231778
444	0.007662959459
445	0.007650147006
446	0.007624328845
447	0.007613720503
448	0.007586569934
449	0.007551960572
450	0.00754814983
451	0.007527075788
452	0.007515260018
453	0.007478434748
454	0.007461055148
455	0.007440348505
456	0.00742016336
457	0.007412315867
458	0.007391489387
459	0.007359695054
460	0.00733934413
461	0.00731793651
462	0.007300320371
463	0.007291220137
464	0.007260653109
465	0.007241127806
466	0.007230275427
467	0.007193462079
468	0.00717221499
469	0.00715439047
470	0.007132521225
471	0.007115071736
472	0.007094183897
473	0.007067111904
474	0.007042863164
475	0.007024278233
476	0.007008929536
477	0.006991762438
478	0.00698081609
479	0.006946005272
480	0.006926713861
481	0.006910308125
482	0.006888637653
483	0.006882588449
484	0.006857590887
485	0.006842879528
486	0.006823270113
487	0.006811128936
488	0.006772388093
489	0.006769193912
490	0.006741847163
491	0.006729235776
492	0.006709310971
493	0.006698228632
494	0.006676055296
495	0.006666425574
496	0.006649738716
497	0.006631354562
498	0.006607904916
499	0.006589507223
500	0.006568884765
501	0.006550198945
502	0.006528390681
503	0.006512229346
504	0.00649819289
505	0.006480609502
506	0.00647643297
507	0.006469358571
508	0.006452178599
509	0.006446355943
510	0.006433717416
511	0.006416300537
512	0.006411862864
513	0.006393878615
514	0.006392388924
515	0.006369016846
516	0.00635809375
517	0.006343963179
518	0.00632779712
519	0.006310158998
520	0.006298981633
521	0.006295064454
522	0.006276253891
523	0.006262639196
524	0.006247988183
525	0.006232186723
526	0.006220980288
527	0.006205781194
528	0.006200141055
529	0.006190969525
530	0.006181062441
531	0.006159845344
532	0.006144707481
533	0.006129952544
534	0.006109792601
535	0.006094247342
536	0.006075713336
537	0.00605780188
538	0.006049501708
539	0.006033409471
540	0.006018074234
541	0.00601071313
542	0.006002879146
543	0.005978871311
544	0.005969948928
545	0.005945701007
546	0.005921830686
547	0.005909997042
548	0.005898436898
549	0.005878312008
550	0.005868945265
551	0.00585736939
552	0.005842082724
553	0.005831352195
554	0.005817685073
555	0.005807848012
556	0.005791219913
557	0.00578000808
558	0.005771269798
559	0.005761164796
560	0.005736241699
561	0.005725050246
562	0.005710117142
563	0.005695942967
564	0.005684276619
565	0.005667978185
566	0.005657590187
567	0.005644701054
568	0.005637657323
569	0.005631396013
570	0.005627834042
571	0.005617481786
572	0.005612639415
573	0.005602232573
574	0.005582328034
575	0.005569350068
576	0.005556477914
577	0.005545832703
578	0.005536348676
579	0.005519081425
580	0.005509778579
581	0.00549585137
582	0.005484625213
583	0.005481874979
584	0.005465593339
585	0.005461867008
586	0.005452997092
587	0.005435880858
588	0.005426193917
589	0.005420188374
590	0.005409043429
591	0.005399342404
592	0.005385279487
593	0.005372488791
594	0.005360917988
595	0.005340966206
596	0.005331285647
597	0.005320509447
598	0.005311468278
599	0.005298407212
600	0.005272762871
601	0.005264830261
602	0.005251707204
603	0.005241755886
604	0.005231828138
605	0.005221260884
606	0.005204876981
607	0.005193558219
608	0.005183695014
609	0.005176282481
610	0.005164999666
611	0.0051581744
612	0.005140553882
613	0.005131586989
614	0.005116035588
615	0.00509054721
616	0.005071675166
617	0.005065130421
618	0.005054579579
619	0.005040774244
620	0.005033245269
621	0.005027693152
622	0.005019827902
623	0.005011450418
624	0.005002163706
625	0.004992773724
626	0.004979957135
627	0.004967569053
628	0.004957070519
629	0.004948155868
630	0.00494174547
631	0.004934986778
632	0.004927477685
633	0.004920427882
634	0.004915378855
635	0.00490816594
636	0.004898556307
637	0.004888819986
638	0.00488222018
639	0.004874649403
640	0.004869425318
641	0.004861510547
642	0.004853408618
643	0.004846602294
644	0.004839135944
645	0.004831832568
646	0.004820453992
647	0.004813251899
648	0.004805460738
649	0.004792939894
650	0.004785912337
651	0.004778465599
652	0.004768950798
653	0.004763448103
654	0.004749871959
655	0.004736773723
656	0.004729107619
657	0.004719699349
658	0.004715490304
659	0.004701281647
660	0.004692887376
661	0.004685770866
662	0.004680770808
663	0.004673332275
664	0.004664479212
665	0.004655960416
666	0.00464684455
667	0.004635575327
668	0.004634053701
669	0.004625729021
670	0.00461780874
671	0.004614491159
672	0.004606096033
673	0.004594758418
674	0.00458242043
675	0.004577601562
676	0.004564785125
677	0.004557160325
678	0.004549086772
679	0.004542348021
680	0.004534685021
681	0.004530077371
682	0.004521654849
683	0.00451573636
684	0.004510337521
685	0.004506630463
686	0.004504473707
687	0.004498178228
688	0.004488726141
689	0.004483072606
690	0.004474942577
691	0.004470033642
692	0.00446688904
693	0.004462717967
694	0.004453720094
695	0.004445743583
696	0.004439429563
697	0.004434484333
698	0.00442879493
699	0.00441972922
700	0.004413141291
701	0.00440549109
702	0.004401237951
703	0.004396833795
704	0.004385572184
705	0.004378709205
706	0.004364894299
707	0.004359033096
708	0.004354540578
709	0.004340435304
710	0.004332140082
711	0.004329762634
712	0.004323726611
713	0.004316543226
714	0.004308612681
715	0.004299963518
716	0.004294438761
717	0.004287375659
718	0.004279661296
719	0.004266765467
720	0.004264658847
721	0.004255972462
722	0.004250960708
723	0.004246698367
724	0.004237670427
725	0.004224224416
726	0.004215121002
727	0.00421327919
728	0.004205608287
729	0.004200106519
730	0.004193169926
731	0.004186707352
732	0.004178564347
733	0.004163041875
734	0.004155192161
735	0.004147300964
736	0.004141027317
737	0.004133256251
738	0.004127619008
739	0.004122079013
740	0.004114954507
741	0.004106438829
742	0.004101623192
743	0.00409544335
744	0.004086964755
745	0.004079803383
746	0.004075107689
747	0.00406655208
748	0.004061799089
749	0.004059585127
750	0.004052930549
751	0.004045759249
752	0.004041725935
753	0.004037067169
754	0.004030798877
755	0.00402012173
756	0.004014982543
757	0.004010351491
758	0.004000379009
759	0.003992261478
760	0.003986721463
761	0.003979195494
762	0.003971970532
763	0.003963936287
764	0.003955699947
765	0.003950501854
766	0.003943415351
767	0.003936102981
768	0.003932808465
769	0.003924305834
770	0.003917224432
771	0.003911235829
772	0.003905068962
773	0.003901354365
774	0.003895564965
775	0.003889902971
776	0.003888680603
777	0.003882923712
778	0.003877667848
779	0.003870660013
780	0.003865615535
781	0.003863340497
782	0.003859671638
783	0.003855599391
784	0.003853831123
785	0.003848340573
786	0.003843132532
787	0.003835899374
788	0.003820882061
789	0.003818688668
790	0.003811617577
791	0.003805962232
792	0.003800687092
793	0.003796177315
794	0.003788228
795	0.003782511985
796	0.003776372769
797	0.003769154764
798	0.003761196633
799	0.003757249317
800	0.003753735563
801	0.003750690007
802	0.003747874995
803	0.003743336949
804	0.003737185525
805	0.003732276288
806	0.003724949628
807	0.003719473132
808	0.003716145269
809	0.003712127832
810	0.00370599251
811	0.003704436748
812	0.003698552194
813	0.003697410776
814	0.003690687
815	0.003684361337
816	0.003680269422
817	0.003674688279
818	0.003669292609
819	0.003666109618
820	0.003658870081
821	0.00365556381
822	0.003652191433
823	0.00364742799
824	0.003639035003
825	0.003635462354
826	0.003629960735
827	0.003626927396
828	0.003621683675
829	0.003619232423
830	0.003615289902
831	0.003608116452
832	0.003604265247
833	0.003597163285
834	0.0035918155
835	0.003589297598
836	0.003586173835
837	0.003579435635
838	0.003569321661
839	0.003563240204
840	0.00355813283
841	0.003554598569
842	0.003550161627
843	0.003545350389
844	0.003543329795
845	0.00353559909
846	0.00352975085
847	0.003525340604
848	0.003522740917
849	0.003518099739
850	0.00351396294
851	0.003508481055
852	0.003499857976
853	0.003493426221
854	0.003490188555
855	0.003485111531
856	0.00348118852
857	0.003473645472
858	0.003468652305
859	0.003464021195
860	0.003459793994
861	0.003453899684
862	0.003446305721
863	0.003440076899
864	0.00343223292
865	0.003428436374
866	0.003423955054
867	0.003421189704
868	0.003419747221
869	0.003413914157
870	0.003411668493
871	0.003408749208
872	0.003404652908
873	0.00339993601
874	0.003392102298
875	0.003388965405
876	0.003383446187
877	0.003381146851
878	0.003376760847
879	0.003372677474
880	0.003369586379
881	0.003366059538
882	0.003360780639
883	0.003355283167
884	0.003351200332
885	0.003346945707
886	0.003343746384
887	0.003340114123
888	0.003337424606
889	0.003333123813
890	0.003327770352
891	0.003323866692
892	0.003319520712
893	0.003318740384
894	0.003317906789
895	0.003314537438
896	0.003309379078
897	0.003306044496
898	0.003303887516
899	0.003299864637
900	0.003297342848
901	0.003292181126
902	0.00328917552
903	0.003284401921
904	0.003281676663
905	0.003273485549
906	0.00326755453
907	0.003263173537
908	0.003258611669
909	0.00325655532
910	0.003250699558
911	0.00324427604
912	0.003240837911
913	0.003234445544
914	0.003225726793
915	0.003224895441
916	0.003221642639
917	0.003217751336
918	0.003211665555
919	0.003209479648
920	0.003204254526
921	0.003200794136
922	0.003197640028
923	0.003192506577
924	0.00318793947
925	0.003184032508
926	0.003181897771
927	0.003176215229
928	0.00317295089
929	0.003168610663
930	0.003164608865
931	0.003160976525
932	0.003158486424
933	0.003154151068
934	0.00314877724
935	0.003145586462
936	0.003142146979
937	0.003137089388
938	0.003131866475
939	0.003128244719
940	0.003123551294
941	0.003119109772
942	0.003113865681
943	0.003110414478
944	0.003107696661
945	0.003106761743
946	0.003103336276
947	0.003101634952
948	0.003100205421
949	0.003096988596
950	0.003093736002
951	0.003089930302
952	0.003086487312
953	0.003082722989
954	0.003080268951
955	0.003078454258
956	0.00306976342
957	0.003067258127
958	0.003060236404
959	0.0030557219
960	0.00305220728
961	0.003050561714
962	0.003047147381
963	0.003046423539
964	0.003045240726
965	0.003040710086
966	0.003036147001
967	0.003035449594
968	0.003032746972
969	0.00303007601
970	0.003027628726
971	0.003021042935
972	0.003018988124
973	0.003016816144
974	0.003010314863
975	0.003006817223
976	0.003002156382
977	0.002998896694
978	0.002993730106
979	0.002990799054
980	0.002988648283
981	0.002985763336
982	0.002982712567
983	0.002978396472
984	0.002977023237
985	0.002974651566
986	0.002968886496
987	0.002967225577
988	0.002966019426
989	0.002963262861
990	0.002962360121
991	0.002960049434
992	0.002956354801
993	0.002953610748
994	0.002952885257
995	0.002950662373
996	0.002947757284
997	0.00294507952
998	0.002939040173
999	0.002938143264
